ダウンロードした時刻：2019/06/29 17:28:27

,,,酒田
年,月,日,平均気温(℃)
1960,3,27,5.1
1960,3,28,7.0
1960,3,29,8.9
1960,3,30,6.3
1960,3,31,6.6
1960,4,1,5.1
1960,4,2,3.1
1960,4,3,5.0
1960,4,4,7.4
1960,4,5,6.9
1960,4,6,9.3
1960,4,7,4.7
1960,4,8,6.2
1960,4,9,7.6
1960,4,10,11.5
1960,4,11,5.9
1960,4,12,6.6
1960,4,13,12.5
1960,4,14,10.4
1960,4,15,6.5
1960,4,16,9.3
1960,4,17,8.2
1960,4,18,5.5
1960,4,19,8.5
1960,4,20,10.3
1960,4,21,10.2
1960,4,22,10.2
1960,4,23,8.3
1960,4,24,12.9
1960,4,25,12.8
1960,4,26,10.3
1960,4,27,11.4
1960,4,28,13.7
1960,4,29,10.8
1960,4,30,13.9
1960,5,1,16.9
1960,5,2,14.4
1960,5,3,13.3
1960,5,4,20.4
1960,5,5,15.3
1960,5,6,12.6
1960,5,7,11.8
1960,5,8,12.3
1960,5,9,12.5
1960,5,10,11.8
1960,5,11,11.6
1960,5,12,14.5
1960,5,13,14.3
1960,5,14,12.7
1960,5,15,14.8
1960,5,16,13.4
1960,5,17,12.9
1960,5,18,14.3
1960,5,19,12.5
1960,5,20,12.5
1960,5,21,14.2
1960,5,22,14.7
1960,5,23,17.0
1960,5,24,17.3
1960,5,25,18.0
1960,5,26,18.7
1960,5,27,20.4
1960,5,28,17.7
1960,5,29,17.3
1960,5,30,13.8
1960,5,31,13.2
1960,6,1,14.6
1960,6,2,15.9
1960,6,3,17.2
1960,6,4,18.0
1960,6,5,17.3
1960,6,6,17.9
1960,6,7,15.7
1960,6,8,17.4
1960,6,9,19.7
1960,6,10,16.0
1960,6,11,14.3
1960,6,12,16.6
1960,6,13,18.8
1960,6,14,18.0
1960,6,15,18.6
1960,6,16,20.5
1960,6,17,18.4
1960,6,18,19.7
1960,6,19,21.2
1960,6,20,20.6
1960,6,21,22.1
1960,6,22,20.6
1960,6,23,19.8
1960,6,24,21.1
1960,6,25,19.4
1960,6,26,21.2
1960,6,27,21.2
1960,6,28,20.2
1960,6,29,24.5
1960,6,30,22.2
1960,7,1,22.2
1960,7,2,22.0
1960,7,3,21.1
1960,7,4,20.3
1960,7,5,19.1
1960,7,6,18.3
1960,7,7,17.7
1960,7,8,19.3
1960,7,9,21.4
1960,7,10,19.5
1960,7,11,19.7
1960,7,12,20.1
1960,7,13,21.9
1960,7,14,20.9
1960,7,15,20.2
1960,7,16,21.4
1960,7,17,21.7
1960,7,18,22.6
1960,7,19,22.7
1960,7,20,23.4
1960,7,21,24.1
1960,7,22,25.2
1960,7,23,25.2
1960,7,24,26.8
1960,7,25,26.4
1960,7,26,26.9
1960,7,27,26.6
1960,7,28,25.0
1960,7,29,23.5
1960,7,30,22.6
1960,7,31,23.0
1960,8,1,25.2
1960,8,2,26.3
1960,8,3,27.0
1960,8,4,27.3
1960,8,5,28.0
1960,8,6,27.8
1960,8,7,27.3
1960,8,8,26.9
1960,8,9,27.0
1960,8,10,26.7
1960,8,11,25.8
1960,8,12,25.9
1960,8,13,23.2
1960,8,14,21.7
1960,8,15,22.6
1960,8,16,23.2
1960,8,17,23.7
1960,8,18,23.8
1960,8,19,23.9
1960,8,20,26.5
1960,8,21,25.7
1960,8,22,26.1
1960,8,23,24.7
1960,8,24,25.0
1960,8,25,23.0
1960,8,26,22.9
1960,8,27,23.0
1960,8,28,23.1
1960,8,29,27.2
1960,8,30,26.7
1960,8,31,23.3
1960,9,1,21.9
1960,9,2,22.5
1960,9,3,23.5
1960,9,4,24.6
1960,9,5,20.9
1960,9,6,20.9
1960,9,7,20.5
1960,9,8,22.2
1960,9,9,21.8
1960,9,10,21.3
1960,9,11,21.8
1960,9,12,20.0
1960,9,13,22.3
1960,9,14,24.3
1960,9,15,20.7
1960,9,16,19.6
1960,9,17,21.6
1960,9,18,22.3
1960,9,19,22.8
1960,9,20,20.7
1960,9,21,19.7
1960,9,22,21.5
1960,9,23,21.9
1960,9,24,22.5
1960,9,25,19.5
1960,9,26,16.6
1960,9,27,17.4
1960,9,28,16.1
1960,9,29,14.2
1960,9,30,16.9
1960,10,1,17.5
1960,10,2,15.4
1960,10,3,14.7
1960,10,4,17.2
1960,10,5,16.8
1960,10,6,15.9
1960,10,7,16.5
1960,10,8,18.0
1960,10,9,17.1
1960,10,10,17.2
1960,10,11,16.8
1960,10,12,16.7
1960,10,13,14.7
1960,10,14,13.4
1960,10,15,15.6
1960,10,16,16.4
1960,10,17,15.4
1960,10,18,13.4
1960,10,19,13.0
1960,10,20,12.3
1960,10,21,10.6
1960,10,22,11.7
1960,10,23,12.4
1960,10,24,12.6
1960,10,25,11.2
1960,10,26,10.9
1960,10,27,12.0
1960,10,28,10.6
1960,10,29,10.6
1960,10,30,12.4
1960,10,31,13.9
1960,11,1,15.6
1960,11,2,16.1
1960,11,3,14.1
1960,11,4,12.5
1960,11,5,13.1
1960,11,6,12.2
1960,11,7,9.8
1960,11,8,9.9
1960,11,9,11.9
1960,11,10,11.3
1960,11,11,10.8
1960,11,12,9.7
1960,11,13,8.2
1960,11,14,8.5
1960,11,15,10.0
1960,11,16,9.9
1960,11,17,10.5
1960,11,18,11.9
1960,11,19,12.2
1960,11,20,10.8
1960,11,21,8.0
1960,11,22,11.4
1960,11,23,13.7
1960,11,24,12.5
1960,11,25,13.3
1960,11,26,10.1
1960,11,27,3.0
1960,11,28,2.3
1960,11,29,3.7
1960,11,30,3.9
1960,12,1,5.4
1960,12,2,6.7
1960,12,3,7.6
1960,12,4,4.0
1960,12,5,5.6
1960,12,6,4.4
1960,12,7,2.6
1960,12,8,3.8
1960,12,9,5.0
1960,12,10,8.7
1960,12,11,6.2
1960,12,12,7.3
1960,12,13,5.7
1960,12,14,4.7
1960,12,15,4.8
1960,12,16,6.0
1960,12,17,5.4
1960,12,18,1.6
1960,12,19,2.7
1960,12,20,1.9
1960,12,21,3.5
1960,12,22,4.1
1960,12,23,5.2
1960,12,24,4.1
1960,12,25,4.5
1960,12,26,3.2
1960,12,27,1.5
1960,12,28,0.4
1960,12,29,-1.6
1960,12,30,-0.3
1960,12,31,0.8
1961,1,1,-0.3
1961,1,2,1.3
1961,1,3,2.2
1961,1,4,1.6
1961,1,5,-1.0
1961,1,6,-0.5
1961,1,7,0.0
1961,1,8,1.6
1961,1,9,2.0
1961,1,10,0.8
1961,1,11,-2.5
1961,1,12,-3.6
1961,1,13,-0.2
1961,1,14,0.8
1961,1,15,-0.3
1961,1,16,-1.3
1961,1,17,-3.0
1961,1,18,-4.0
1961,1,19,-1.9
1961,1,20,0.7
1961,1,21,2.1
1961,1,22,0.4
1961,1,23,-0.8
1961,1,24,2.2
1961,1,25,3.7
1961,1,26,1.0
1961,1,27,1.6
1961,1,28,0.5
1961,1,29,-1.0
1961,1,30,1.0
1961,1,31,3.0
1961,2,1,1.4
1961,2,2,0.0
1961,2,3,0.7
1961,2,4,2.1
1961,2,5,2.5
1961,2,6,2.7
1961,2,7,4.6
1961,2,8,2.7
1961,2,9,1.2
1961,2,10,-2.2
1961,2,11,-0.4
1961,2,12,-0.7
1961,2,13,0.2
1961,2,14,-1.3
1961,2,15,-3.2
1961,2,16,-2.1
1961,2,17,-2.0
1961,2,18,-0.2
1961,2,19,1.3
1961,2,20,2.7
1961,2,21,3.3
1961,2,22,0.3
1961,2,23,-0.1
1961,2,24,1.7
1961,2,25,0.8
1961,2,26,2.3
1961,2,27,2.3
1961,2,28,3.7
1961,3,1,4.1
1961,3,2,7.0
1961,3,3,4.6
1961,3,4,4.0
1961,3,5,4.0
1961,3,6,4.2
1961,3,7,1.4
1961,3,8,0.8
1961,3,9,-0.7
1961,3,10,0.6
1961,3,11,2.8
1961,3,12,6.0
1961,3,13,4.0
1961,3,14,4.4
1961,3,15,3.6
1961,3,16,3.2
1961,3,17,4.2
1961,3,18,8.3
1961,3,19,3.9
1961,3,20,3.1
1961,3,21,2.9
1961,3,22,3.9
1961,3,23,2.7
1961,3,24,4.9
1961,3,25,4.1
1961,3,26,3.2
1961,3,27,2.0
1961,3,28,3.1
1961,3,29,6.6
1961,3,30,6.5
1961,3,31,7.3
1961,4,1,9.8
1961,4,2,7.0
1961,4,3,10.8
1961,4,4,14.7
1961,4,5,10.1
1961,4,6,6.9
1961,4,7,5.8
1961,4,8,11.1
1961,4,9,4.1
1961,4,10,4.8
1961,4,11,10.6
1961,4,12,12.4
1961,4,13,13.2
1961,4,14,14.7
1961,4,15,11.8
1961,4,16,9.2
1961,4,17,9.5
1961,4,18,8.1
1961,4,19,8.8
1961,4,20,13.3
1961,4,21,14.2
1961,4,22,9.8
1961,4,23,11.7
1961,4,24,9.2
1961,4,25,9.3
1961,4,26,10.3
1961,4,27,9.6
1961,4,28,12.9
1961,4,29,14.2
1961,4,30,13.9
1961,5,1,14.1
1961,5,2,15.9
1961,5,3,19.2
1961,5,4,18.9
1961,5,5,13.2
1961,5,6,7.9
1961,5,7,14.5
1961,5,8,16.2
1961,5,9,15.7
1961,5,10,18.5
1961,5,11,20.2
1961,5,12,16.2
1961,5,13,11.9
1961,5,14,17.9
1961,5,15,17.6
1961,5,16,15.5
1961,5,17,13.3
1961,5,18,14.8
1961,5,19,14.6
1961,5,20,16.6
1961,5,21,14.0
1961,5,22,13.2
1961,5,23,14.8
1961,5,24,15.0
1961,5,25,14.5
1961,5,26,16.2
1961,5,27,18.4
1961,5,28,20.1
1961,5,29,16.9
1961,5,30,14.6
1961,5,31,17.4
1961,6,1,14.6
1961,6,2,15.5
1961,6,3,20.7
1961,6,4,21.7
1961,6,5,17.6
1961,6,6,18.0
1961,6,7,18.4
1961,6,8,21.9
1961,6,9,20.5
1961,6,10,16.3
1961,6,11,18.3
1961,6,12,17.8
1961,6,13,14.8
1961,6,14,15.5
1961,6,15,14.9
1961,6,16,17.6
1961,6,17,17.0
1961,6,18,15.9
1961,6,19,17.4
1961,6,20,22.5
1961,6,21,20.8
1961,6,22,22.7
1961,6,23,22.8
1961,6,24,21.7
1961,6,25,21.9
1961,6,26,21.1
1961,6,27,20.6
1961,6,28,19.9
1961,6,29,21.5
1961,6,30,21.2
1961,7,1,20.4
1961,7,2,22.7
1961,7,3,22.0
1961,7,4,21.8
1961,7,5,22.3
1961,7,6,24.0
1961,7,7,25.2
1961,7,8,24.2
1961,7,9,23.1
1961,7,10,23.4
1961,7,11,23.5
1961,7,12,23.9
1961,7,13,24.8
1961,7,14,25.2
1961,7,15,22.5
1961,7,16,23.9
1961,7,17,22.8
1961,7,18,22.8
1961,7,19,22.1
1961,7,20,23.4
1961,7,21,25.7
1961,7,22,26.5
1961,7,23,26.2
1961,7,24,27.1
1961,7,25,27.0
1961,7,26,27.2
1961,7,27,25.7
1961,7,28,27.0
1961,7,29,28.3
1961,7,30,27.4
1961,7,31,27.5
1961,8,1,28.6
1961,8,2,27.9
1961,8,3,26.7
1961,8,4,24.4
1961,8,5,21.6
1961,8,6,20.5
1961,8,7,22.7
1961,8,8,23.6
1961,8,9,23.6
1961,8,10,23.4
1961,8,11,24.3
1961,8,12,26.3
1961,8,13,27.0
1961,8,14,26.6
1961,8,15,27.0
1961,8,16,27.3
1961,8,17,26.9
1961,8,18,26.2
1961,8,19,25.5
1961,8,20,25.2
1961,8,21,24.7
1961,8,22,21.5
1961,8,23,23.3
1961,8,24,23.3
1961,8,25,26.7
1961,8,26,27.6
1961,8,27,24.5
1961,8,28,22.8
1961,8,29,21.2
1961,8,30,22.6
1961,8,31,24.9
1961,9,1,25.0
1961,9,2,23.1
1961,9,3,24.6
1961,9,4,28.5
1961,9,5,27.7
1961,9,6,24.2
1961,9,7,23.2
1961,9,8,24.5
1961,9,9,25.1
1961,9,10,22.5
1961,9,11,21.3
1961,9,12,20.6
1961,9,13,23.3
1961,9,14,25.1
1961,9,15,21.3
1961,9,16,26.7
1961,9,17,20.5
1961,9,18,19.3
1961,9,19,18.1
1961,9,20,18.1
1961,9,21,18.6
1961,9,22,22.3
1961,9,23,24.5
1961,9,24,23.6
1961,9,25,21.3
1961,9,26,19.4
1961,9,27,19.7
1961,9,28,21.3
1961,9,29,21.1
1961,9,30,21.6
1961,10,1,19.9
1961,10,2,18.8
1961,10,3,19.1
1961,10,4,17.7
1961,10,5,16.9
1961,10,6,21.8
1961,10,7,18.9
1961,10,8,17.1
1961,10,9,16.5
1961,10,10,14.5
1961,10,11,16.3
1961,10,12,15.5
1961,10,13,14.8
1961,10,14,13.3
1961,10,15,11.8
1961,10,16,16.2
1961,10,17,18.3
1961,10,18,19.1
1961,10,19,16.7
1961,10,20,12.9
1961,10,21,11.5
1961,10,22,15.4
1961,10,23,15.1
1961,10,24,9.8
1961,10,25,9.2
1961,10,26,12.8
1961,10,27,18.8
1961,10,28,20.2
1961,10,29,14.9
1961,10,30,10.8
1961,10,31,10.3
1961,11,1,10.8
1961,11,2,10.4
1961,11,3,12.7
1961,11,4,13.2
1961,11,5,9.7
1961,11,6,9.6
1961,11,7,9.9
1961,11,8,11.2
1961,11,9,10.2
1961,11,10,8.5
1961,11,11,9.1
1961,11,12,7.8
1961,11,13,3.6
1961,11,14,6.8
1961,11,15,7.8
1961,11,16,9.3
1961,11,17,10.3
1961,11,18,13.5
1961,11,19,9.3
1961,11,20,8.5
1961,11,21,10.3
1961,11,22,12.1
1961,11,23,8.2
1961,11,24,5.4
1961,11,25,7.7
1961,11,26,8.4
1961,11,27,12.6
1961,11,28,14.0
1961,11,29,11.2
1961,11,30,7.8
1961,12,1,7.8
1961,12,2,7.8
1961,12,3,6.2
1961,12,4,3.9
1961,12,5,4.7
1961,12,6,5.9
1961,12,7,4.8
1961,12,8,6.7
1961,12,9,5.7
1961,12,10,6.3
1961,12,11,8.8
1961,12,12,9.3
1961,12,13,8.2
1961,12,14,0.9
1961,12,15,1.5
1961,12,16,3.7
1961,12,17,2.3
1961,12,18,4.5
1961,12,19,6.0
1961,12,20,3.8
1961,12,21,2.9
1961,12,22,1.8
1961,12,23,2.4
1961,12,24,2.1
1961,12,25,3.5
1961,12,26,3.4
1961,12,27,3.1
1961,12,28,1.8
1961,12,29,1.8
1961,12,30,0.4
1961,12,31,-1.0
1962,1,1,1.1
1962,1,2,4.1
1962,1,3,4.0
1962,1,4,5.8
1962,1,5,2.4
1962,1,6,0.3
1962,1,7,2.9
1962,1,8,4.9
1962,1,9,3.5
1962,1,10,2.4
1962,1,11,3.6
1962,1,12,5.1
1962,1,13,3.9
1962,1,14,0.5
1962,1,15,-0.8
1962,1,16,0.1
1962,1,17,0.3
1962,1,18,0.9
1962,1,19,2.2
1962,1,20,2.6
1962,1,21,1.3
1962,1,22,1.5
1962,1,23,1.1
1962,1,24,1.2
1962,1,25,1.1
1962,1,26,0.8
1962,1,27,-0.8
1962,1,28,1.4
1962,1,29,1.1
1962,1,30,2.5
1962,1,31,2.5
1962,2,1,1.7
1962,2,2,2.7
1962,2,3,1.7
1962,2,4,3.5
1962,2,5,3.1
1962,2,6,2.5
1962,2,7,1.9
1962,2,8,4.0
1962,2,9,3.6
1962,2,10,4.7
1962,2,11,7.3
1962,2,12,1.8
1962,2,13,-2.3
1962,2,14,0.7
1962,2,15,-0.6
1962,2,16,-1.5
1962,2,17,0.1
1962,2,18,1.2
1962,2,19,1.8
1962,2,20,1.9
1962,2,21,2.2
1962,2,22,1.4
1962,2,23,1.9
1962,2,24,1.6
1962,2,25,1.4
1962,2,26,0.3
1962,2,27,-0.6
1962,2,28,0.1
1962,3,1,0.5
1962,3,2,-1.4
1962,3,3,2.3
1962,3,4,4.8
1962,3,5,4.6
1962,3,6,4.9
1962,3,7,1.5
1962,3,8,2.0
1962,3,9,5.1
1962,3,10,5.9
1962,3,11,3.6
1962,3,12,6.2
1962,3,13,1.8
1962,3,14,4.1
1962,3,15,6.5
1962,3,16,0.5
1962,3,17,0.4
1962,3,18,2.7
1962,3,19,2.6
1962,3,20,3.0
1962,3,21,4.8
1962,3,22,3.6
1962,3,23,4.1
1962,3,24,2.9
1962,3,25,4.1
1962,3,26,5.6
1962,3,27,4.7
1962,3,28,7.5
1962,3,29,4.9
1962,3,30,4.2
1962,3,31,5.6
1962,4,1,7.1
1962,4,2,11.0
1962,4,3,12.2
1962,4,4,4.2
1962,4,5,6.0
1962,4,6,8.6
1962,4,7,12.7
1962,4,8,14.1
1962,4,9,12.4
1962,4,10,11.1
1962,4,11,8.2
1962,4,12,10.2
1962,4,13,10.5
1962,4,14,9.3
1962,4,15,8.0
1962,4,16,10.6
1962,4,17,12.6
1962,4,18,8.6
1962,4,19,8.8
1962,4,20,11.9
1962,4,21,12.1
1962,4,22,10.8
1962,4,23,9.9
1962,4,24,9.4
1962,4,25,10.2
1962,4,26,13.5
1962,4,27,12.4
1962,4,28,10.1
1962,4,29,8.2
1962,4,30,7.9
1962,5,1,11.4
1962,5,2,11.9
1962,5,3,14.3
1962,5,4,14.4
1962,5,5,11.3
1962,5,6,11.2
1962,5,7,13.3
1962,5,8,12.8
1962,5,9,15.5
1962,5,10,14.7
1962,5,11,16.9
1962,5,12,15.1
1962,5,13,14.5
1962,5,14,14.7
1962,5,15,13.5
1962,5,16,15.6
1962,5,17,16.0
1962,5,18,14.4
1962,5,19,13.6
1962,5,20,15.8
1962,5,21,17.4
1962,5,22,18.6
1962,5,23,20.6
1962,5,24,18.1
1962,5,25,14.8
1962,5,26,17.5
1962,5,27,19.3
1962,5,28,17.5
1962,5,29,15.8
1962,5,30,16.1
1962,5,31,16.0
1962,6,1,19.6
1962,6,2,22.0
1962,6,3,19.1
1962,6,4,17.7
1962,6,5,15.7
1962,6,6,16.8
1962,6,7,17.7
1962,6,8,18.6
1962,6,9,18.5
1962,6,10,18.1
1962,6,11,18.0
1962,6,12,19.0
1962,6,13,19.3
1962,6,14,18.5
1962,6,15,18.2
1962,6,16,17.6
1962,6,17,18.1
1962,6,18,18.9
1962,6,19,16.1
1962,6,20,17.3
1962,6,21,19.7
1962,6,22,20.2
1962,6,23,17.8
1962,6,24,16.4
1962,6,25,17.7
1962,6,26,18.3
1962,6,27,17.5
1962,6,28,17.6
1962,6,29,18.3
1962,6,30,20.1
1962,7,1,20.8
1962,7,2,23.1
1962,7,3,21.6
1962,7,4,22.9
1962,7,5,22.6
1962,7,6,21.5
1962,7,7,18.2
1962,7,8,19.3
1962,7,9,23.5
1962,7,10,21.7
1962,7,11,23.8
1962,7,12,23.7
1962,7,13,23.5
1962,7,14,21.5
1962,7,15,21.9
1962,7,16,22.2
1962,7,17,23.2
1962,7,18,25.5
1962,7,19,25.5
1962,7,20,24.3
1962,7,21,25.3
1962,7,22,25.5
1962,7,23,25.7
1962,7,24,26.8
1962,7,25,25.4
1962,7,26,24.8
1962,7,27,27.3
1962,7,28,27.9
1962,7,29,27.5
1962,7,30,27.5
1962,7,31,27.7
1962,8,1,27.0
1962,8,2,27.4
1962,8,3,29.1
1962,8,4,23.3
1962,8,5,22.3
1962,8,6,22.9
1962,8,7,24.1
1962,8,8,25.0
1962,8,9,25.0
1962,8,10,24.0
1962,8,11,23.3
1962,8,12,22.3
1962,8,13,24.5
1962,8,14,26.5
1962,8,15,26.5
1962,8,16,26.5
1962,8,17,26.2
1962,8,18,25.5
1962,8,19,27.5
1962,8,20,28.5
1962,8,21,26.8
1962,8,22,26.2
1962,8,23,25.2
1962,8,24,23.4
1962,8,25,22.2
1962,8,26,23.7
1962,8,27,24.5
1962,8,28,25.1
1962,8,29,23.7
1962,8,30,23.1
1962,8,31,22.2
1962,9,1,21.5
1962,9,2,21.4
1962,9,3,21.9
1962,9,4,22.3
1962,9,5,23.4
1962,9,6,23.0
1962,9,7,22.3
1962,9,8,25.8
1962,9,9,22.7
1962,9,10,22.4
1962,9,11,21.7
1962,9,12,22.5
1962,9,13,23.2
1962,9,14,24.3
1962,9,15,23.9
1962,9,16,23.1
1962,9,17,23.5
1962,9,18,21.4
1962,9,19,22.2
1962,9,20,22.2
1962,9,21,23.0
1962,9,22,20.5
1962,9,23,18.9
1962,9,24,18.8
1962,9,25,15.7
1962,9,26,14.9
1962,9,27,15.5
1962,9,28,18.7
1962,9,29,17.3
1962,9,30,16.0
1962,10,1,15.1
1962,10,2,17.1
1962,10,3,20.9
1962,10,4,16.5
1962,10,5,14.1
1962,10,6,12.0
1962,10,7,12.8
1962,10,8,13.9
1962,10,9,11.4
1962,10,10,12.4
1962,10,11,13.6
1962,10,12,16.7
1962,10,13,17.6
1962,10,14,13.7
1962,10,15,9.2
1962,10,16,12.0
1962,10,17,11.3
1962,10,18,11.5
1962,10,19,14.5
1962,10,20,13.1
1962,10,21,11.1
1962,10,22,10.3
1962,10,23,10.6
1962,10,24,10.1
1962,10,25,12.4
1962,10,26,13.2
1962,10,27,10.8
1962,10,28,11.4
1962,10,29,13.1
1962,10,30,14.1
1962,10,31,14.0
1962,11,1,13.4
1962,11,2,12.9
1962,11,3,12.7
1962,11,4,15.4
1962,11,5,12.3
1962,11,6,10.3
1962,11,7,10.3
1962,11,8,12.2
1962,11,9,11.7
1962,11,10,9.0
1962,11,11,11.2
1962,11,12,12.5
1962,11,13,11.2
1962,11,14,10.8
1962,11,15,13.4
1962,11,16,7.2
1962,11,17,8.3
1962,11,18,8.0
1962,11,19,7.8
1962,11,20,5.0
1962,11,21,4.0
1962,11,22,3.7
1962,11,23,3.6
1962,11,24,4.9
1962,11,25,3.5
1962,11,26,4.5
1962,11,27,2.7
1962,11,28,4.5
1962,11,29,6.2
1962,11,30,5.9
1962,12,1,5.0
1962,12,2,6.7
1962,12,3,5.0
1962,12,4,5.1
1962,12,5,5.2
1962,12,6,4.9
1962,12,7,3.8
1962,12,8,6.0
1962,12,9,6.0
1962,12,10,7.5
1962,12,11,3.2
1962,12,12,2.8
1962,12,13,5.5
1962,12,14,6.9
1962,12,15,5.2
1962,12,16,5.9
1962,12,17,5.4
1962,12,18,5.1
1962,12,19,6.4
1962,12,20,6.7
1962,12,21,4.2
1962,12,22,3.1
1962,12,23,6.3
1962,12,24,1.5
1962,12,25,3.9
1962,12,26,5.2
1962,12,27,5.1
1962,12,28,3.8
1962,12,29,3.5
1962,12,30,7.9
1962,12,31,-0.3
1963,1,1,-2.2
1963,1,2,1.1
1963,1,3,1.3
1963,1,4,-0.2
1963,1,5,3.6
1963,1,6,2.5
1963,1,7,2.1
1963,1,8,1.4
1963,1,9,1.3
1963,1,10,1.7
1963,1,11,1.9
1963,1,12,2.0
1963,1,13,3.0
1963,1,14,2.2
1963,1,15,1.0
1963,1,16,0.1
1963,1,17,0.7
1963,1,18,1.3
1963,1,19,-0.6
1963,1,20,-0.5
1963,1,21,0.0
1963,1,22,-0.8
1963,1,23,-0.5
1963,1,24,-2.1
1963,1,25,-0.9
1963,1,26,0.3
1963,1,27,1.7
1963,1,28,2.0
1963,1,29,1.6
1963,1,30,2.0
1963,1,31,0.7
1963,2,1,-0.3
1963,2,2,0.7
1963,2,3,-0.3
1963,2,4,0.5
1963,2,5,1.7
1963,2,6,2.1
1963,2,7,1.5
1963,2,8,1.2
1963,2,9,0.5
1963,2,10,1.2
1963,2,11,0.5
1963,2,12,1.0
1963,2,13,0.3
1963,2,14,1.8
1963,2,15,2.6
1963,2,16,0.9
1963,2,17,1.1
1963,2,18,-0.3
1963,2,19,1.5
1963,2,20,1.5
1963,2,21,2.1
1963,2,22,1.2
1963,2,23,2.9
1963,2,24,1.7
1963,2,25,2.3
1963,2,26,2.9
1963,2,27,2.6
1963,2,28,2.9
1963,3,1,2.9
1963,3,2,2.2
1963,3,3,1.9
1963,3,4,0.5
1963,3,5,1.6
1963,3,6,1.7
1963,3,7,0.5
1963,3,8,1.6
1963,3,9,1.3
1963,3,10,0.8
1963,3,11,0.4
1963,3,12,0.9
1963,3,13,1.5
1963,3,14,1.6
1963,3,15,3.8
1963,3,16,5.4
1963,3,17,5.6
1963,3,18,5.2
1963,3,19,5.3
1963,3,20,7.5
1963,3,21,6.1
1963,3,22,2.6
1963,3,23,4.4
1963,3,24,3.7
1963,3,25,6.0
1963,3,26,7.4
1963,3,27,6.8
1963,3,28,8.7
1963,3,29,6.6
1963,3,30,4.1
1963,3,31,7.6
1963,4,1,11.9
1963,4,2,4.6
1963,4,3,5.8
1963,4,4,9.5
1963,4,5,10.5
1963,4,6,10.4
1963,4,7,5.7
1963,4,8,4.9
1963,4,9,5.7
1963,4,10,4.1
1963,4,11,7.2
1963,4,12,9.2
1963,4,13,13.1
1963,4,14,13.7
1963,4,15,16.3
1963,4,16,15.2
1963,4,17,16.5
1963,4,18,9.7
1963,4,19,8.9
1963,4,20,8.7
1963,4,21,11.5
1963,4,22,9.3
1963,4,23,11.1
1963,4,24,11.6
1963,4,25,9.2
1963,4,26,9.2
1963,4,27,11.4
1963,4,28,14.5
1963,4,29,15.9
1963,4,30,10.2
1963,5,1,9.3
1963,5,2,9.2
1963,5,3,8.5
1963,5,4,14.2
1963,5,5,13.2
1963,5,6,13.1
1963,5,7,11.7
1963,5,8,13.5
1963,5,9,13.5
1963,5,10,10.7
1963,5,11,12.0
1963,5,12,15.7
1963,5,13,16.6
1963,5,14,19.2
1963,5,15,13.2
1963,5,16,19.6
1963,5,17,17.5
1963,5,18,15.2
1963,5,19,19.2
1963,5,20,19.2
1963,5,21,16.8
1963,5,22,16.0
1963,5,23,13.9
1963,5,24,16.7
1963,5,25,13.8
1963,5,26,14.1
1963,5,27,14.4
1963,5,28,15.4
1963,5,29,19.4
1963,5,30,19.7
1963,5,31,19.5
1963,6,1,14.2
1963,6,2,18.6
1963,6,3,18.3
1963,6,4,16.5
1963,6,5,17.8
1963,6,6,15.9
1963,6,7,13.7
1963,6,8,16.4
1963,6,9,18.0
1963,6,10,17.7
1963,6,11,19.1
1963,6,12,20.1
1963,6,13,19.9
1963,6,14,20.1
1963,6,15,16.3
1963,6,16,18.0
1963,6,17,18.5
1963,6,18,19.3
1963,6,19,19.5
1963,6,20,22.5
1963,6,21,21.4
1963,6,22,23.1
1963,6,23,20.2
1963,6,24,18.8
1963,6,25,19.8
1963,6,26,18.2
1963,6,27,19.3
1963,6,28,22.8
1963,6,29,22.4
1963,6,30,22.8
1963,7,1,21.8
1963,7,2,21.0
1963,7,3,20.7
1963,7,4,22.2
1963,7,5,22.3
1963,7,6,21.2
1963,7,7,22.7
1963,7,8,23.8
1963,7,9,20.5
1963,7,10,20.4
1963,7,11,19.4
1963,7,12,21.1
1963,7,13,23.7
1963,7,14,23.0
1963,7,15,21.0
1963,7,16,22.3
1963,7,17,22.2
1963,7,18,21.9
1963,7,19,21.2
1963,7,20,22.5
1963,7,21,22.5
1963,7,22,24.8
1963,7,23,25.0
1963,7,24,25.1
1963,7,25,24.6
1963,7,26,26.6
1963,7,27,26.8
1963,7,28,27.3
1963,7,29,25.7
1963,7,30,26.2
1963,7,31,26.8
1963,8,1,26.5
1963,8,2,25.1
1963,8,3,25.6
1963,8,4,25.1
1963,8,5,24.5
1963,8,6,25.4
1963,8,7,24.9
1963,8,8,25.8
1963,8,9,27.2
1963,8,10,28.6
1963,8,11,27.5
1963,8,12,24.3
1963,8,13,24.9
1963,8,14,26.7
1963,8,15,26.5
1963,8,16,24.9
1963,8,17,24.0
1963,8,18,22.8
1963,8,19,23.5
1963,8,20,23.7
1963,8,21,24.5
1963,8,22,23.3
1963,8,23,24.1
1963,8,24,21.9
1963,8,25,22.9
1963,8,26,22.9
1963,8,27,21.3
1963,8,28,23.5
1963,8,29,24.1
1963,8,30,23.6
1963,8,31,22.8
1963,9,1,23.1
1963,9,2,23.1
1963,9,3,22.5
1963,9,4,22.7
1963,9,5,20.6
1963,9,6,21.3
1963,9,7,20.8
1963,9,8,19.0
1963,9,9,21.1
1963,9,10,21.7
1963,9,11,20.6
